instance_nr,time,seed,makespan
X15_1,1000,3,81
X15_1,1000,4,83
X15_1,1000,5,81
X15_1,5000,1,81
X15_1,5000,2,81
X15_1,5000,3,81
X15_1,5000,4,81
X15_1,5000,5,81
X16_1,100,1,233
X16_1,100,2,233
X16_1,100,3,232
X16_1,100,4,235
X16_1,100,5,232
X16_1,500,1,227
X16_1,500,2,221
X16_1,500,3,222
X16_1,500,4,228
X16_1,500,5,224
X16_1,1000,1,223
X16_1,1000,2,218
X16_1,1000,3,221
X16_1,1000,4,223
X16_1,1000,5,216
X16_1,5000,1,212
X16_1,5000,2,214
X16_1,5000,3,212
X16_1,5000,4,219
X16_1,5000,5,214
X17_1,100,1,164
X17_1,100,2,162
X17_1,100,3,163
X17_1,100,4,165
X17_1,100,5,164
X17_1,500,1,155
X17_1,500,2,161
X17_1,500,3,157
X17_1,500,4,155
X17_1,500,5,160
X17_1,1000,1,155
X17_1,1000,2,158
X17_1,1000,3,153
X17_1,1000,4,159
X17_1,1000,5,157
X17_1,5000,1,151
X17_1,5000,2,152
X17_1,5000,3,156
X17_1,5000,4,153
X17_1,5000,5,153
X18_1,100,1,152
X18_1,100,2,153
X18_1,100,3,153
X18_1,100,4,152
X18_1,100,5,151
X18_1,500,1,146
X18_1,500,2,151
X18_1,500,3,149
X18_1,500,4,150
X18_1,500,5,147
X18_1,1000,1,146
X18_1,1000,2,151
X18_1,1000,3,151
X18_1,1000,4,149
X18_1,1000,5,147
X18_1,5000,1,145
X18_1,5000,2,143
X18_1,5000,3,144
X18_1,5000,4,145
X18_1,5000,5,144
X19_1,100,1,105
X19_1,100,2,103
X19_1,100,3,105
X19_1,100,4,105
X19_1,100,5,105
X19_1,500,1,92
X19_1,500,2,91
X19_1,500,3,96
X19_1,500,4,98
X19_1,500,5,96
X19_1,1000,1,93
X19_1,1000,2,90
X19_1,1000,3,94
X19_1,1000,4,94
X19_1,1000,5,96
X19_1,5000,1,88
X19_1,5000,2,88
X19_1,5000,3,88
X19_1,5000,4,88
X19_1,5000,5,88
X1_1,100,1,118
X1_1,100,2,121
X1_1,100,3,122
X1_1,100,4,120
X1_1,100,5,119
X1_1,500,1,115
X1_1,500,2,114
X1_1,500,3,117
X1_1,500,4,119
X1_1,500,5,114
X1_1,1000,1,116
X1_1,1000,2,115
X1_1,1000,3,114
X1_1,1000,4,113
X1_1,1000,5,113
X1_1,5000,1,112
X1_1,5000,2,111
X1_1,5000,3,114
X1_1,5000,4,112
X1_1,5000,5,112
X20_1,100,1,103
X20_1,100,2,103
X20_1,100,3,103
X20_1,100,4,103
X20_1,100,5,103
X20_1,500,1,99
X20_1,500,2,99
X20_1,500,3,95
X20_1,500,4,98
X20_1,500,5,98
X20_1,1000,1,95
X20_1,1000,2,97
X20_1,1000,3,97
X20_1,1000,4,96
X20_1,1000,5,98
X20_1,5000,1,93
X20_1,5000,2,93
X20_1,5000,3,93
X20_1,5000,4,94
X20_1,5000,5,94
X21_1,100,1,136
X21_1,100,2,140
X21_1,100,3,134
X21_1,100,4,137
X21_1,100,5,135
X21_1,500,1,132
X21_1,500,2,131
X21_1,500,3,134
X21_1,500,4,134
X21_1,500,5,133
X21_1,1000,1,130
X21_1,1000,2,129
X21_1,1000,3,133
X21_1,1000,4,126
X21_1,1000,5,127
X21_1,5000,1,122
X21_1,5000,2,122
X21_1,5000,3,122
X21_1,5000,4,122
X21_1,5000,5,125
X22_1,100,1,118
X22_1,100,2,121
X22_1,100,3,121
X22_1,100,4,118
X22_1,100,5,119
X22_1,500,1,109
X22_1,500,2,113
X22_1,500,3,111
X22_1,500,4,112
X22_1,500,5,109
X22_1,1000,1,107
X22_1,1000,2,111
X22_1,1000,3,111
X22_1,1000,4,111
X22_1,1000,5,112
X22_1,5000,1,103
X22_1,5000,2,105
X22_1,5000,3,103
X22_1,5000,4,106
X22_1,5000,5,108
X23_1,100,1,107
X23_1,100,2,108
X23_1,100,3,109
X23_1,100,4,108
X23_1,100,5,111
X23_1,500,1,107
X23_1,500,2,107
X23_1,500,3,107
X23_1,500,4,107
X23_1,500,5,107
X23_1,1000,1,107
X23_1,1000,2,107
X23_1,1000,3,107
X23_1,1000,4,107
X23_1,1000,5,107
X23_1,5000,1,107
X23_1,5000,2,107
X23_1,5000,3,107
X23_1,5000,4,107
X23_1,5000,5,107
X24_1,100,1,93
X24_1,100,2,95
X24_1,100,3,99
X24_1,100,4,93
X24_1,100,5,96
X24_1,500,1,93
X24_1,500,2,93
X24_1,500,3,93
X24_1,500,4,93
X24_1,500,5,93
X24_1,1000,1,93
X24_1,1000,2,93
X24_1,1000,3,93
X24_1,1000,4,93
X24_1,1000,5,93
X24_1,5000,1,93
X24_1,5000,2,93
X24_1,5000,3,93
X24_1,5000,4,93
X24_1,5000,5,93
X25_1,100,1,87
X25_1,100,2,83
X25_1,100,3,89
X25_1,100,4,86
X25_1,100,5,85
X25_1,500,1,86
X25_1,500,2,82
X25_1,500,3,85
X25_1,500,4,85
X25_1,500,5,82
X25_1,1000,1,83
X25_1,1000,2,82
X25_1,1000,3,82
X25_1,1000,4,82
X25_1,1000,5,82
X25_1,5000,1,82
X25_1,5000,2,82
X25_1,5000,3,82
X25_1,5000,4,82
X25_1,5000,5,82
X26_1,100,1,204
X26_1,100,2,209
X26_1,100,3,206
X26_1,100,4,203
X26_1,100,5,213
X26_1,500,1,201
X26_1,500,2,199
X26_1,500,3,204
X26_1,500,4,202
X26_1,500,5,191
X26_1,1000,1,196
X26_1,1000,2,203
X26_1,1000,3,194
X26_1,1000,4,192
X26_1,1000,5,193
X26_1,5000,1,188
X26_1,5000,2,194
X26_1,5000,3,190
X26_1,5000,4,188
X26_1,5000,5,191
X27_1,100,1,127
X27_1,100,2,128
X27_1,100,3,130
X27_1,100,4,129
X27_1,100,5,130
X27_1,500,1,124
X27_1,500,2,121
X27_1,500,3,121
X27_1,500,4,120
X27_1,500,5,120
X27_1,1000,1,121
X27_1,1000,2,119
X27_1,1000,3,120
X27_1,1000,4,123
X27_1,1000,5,119
X27_1,5000,1,118
X27_1,5000,2,113
X27_1,5000,3,115
X27_1,5000,4,120
X27_1,5000,5,115
X28_1,100,1,127
X28_1,100,2,132
X28_1,100,3,127
X28_1,100,4,126
X28_1,100,5,126
X28_1,500,1,125
X28_1,500,2,124
X28_1,500,3,122
X28_1,500,4,121
X28_1,500,5,124
X28_1,1000,1,126
X28_1,1000,2,119
X28_1,1000,3,120
X28_1,1000,4,117
X28_1,1000,5,119
X28_1,5000,1,117
X28_1,5000,2,118
X28_1,5000,3,115
X28_1,5000,4,116
X28_1,5000,5,115
X29_1,100,1,113
X29_1,100,2,111
X29_1,100,3,111
X29_1,100,4,113
X29_1,100,5,115
X29_1,500,1,104
X29_1,500,2,104
X29_1,500,3,105
X29_1,500,4,105
X29_1,500,5,106
X29_1,1000,1,104
X29_1,1000,2,104
X29_1,1000,3,104
X29_1,1000,4,107
X29_1,1000,5,107
X29_1,5000,1,104
X29_1,5000,2,104
X29_1,5000,3,104
X29_1,5000,4,104
X29_1,5000,5,104
X2_1,100,1,100
X2_1,100,2,104
X2_1,100,3,98
X2_1,100,4,99
X2_1,100,5,97
X2_1,500,1,90
X2_1,500,2,94
X2_1,500,3,92
X2_1,500,4,95
X2_1,500,5,93
X2_1,1000,1,94
X2_1,1000,2,91
X2_1,1000,3,91
X2_1,1000,4,95
X2_1,1000,5,92
X2_1,5000,1,91
X2_1,5000,2,91
X2_1,5000,3,92
X2_1,5000,4,91
X2_1,5000,5,91
X30_1,100,1,114
X30_1,100,2,110
X30_1,100,3,113
X30_1,100,4,111
X30_1,100,5,111
X30_1,500,1,108
X30_1,500,2,108
X30_1,500,3,110
X30_1,500,4,106
X30_1,500,5,105
X30_1,1000,1,105
X30_1,1000,2,104
X30_1,1000,3,102
X30_1,1000,4,102
X30_1,1000,5,102
X30_1,5000,1,102
X30_1,5000,2,102
X30_1,5000,3,102
X30_1,5000,4,102
X30_1,5000,5,102
X31_1,100,1,245
X31_1,100,2,240
X31_1,100,3,239
X31_1,100,4,238
X31_1,100,5,243
X31_1,500,1,230
X31_1,500,2,235
X31_1,500,3,232
X31_1,500,4,236
X31_1,500,5,236
X31_1,1000,1,231
X31_1,1000,2,221
X31_1,1000,3,227
X31_1,1000,4,226
X31_1,1000,5,229
X31_1,5000,1,217
X31_1,5000,2,215
X31_1,5000,3,218
X31_1,5000,4,217
X31_1,5000,5,220
X32_1,100,1,170
X32_1,100,2,173
X32_1,100,3,173
X32_1,100,4,169
X32_1,100,5,173
X32_1,500,1,160
X32_1,500,2,165
X32_1,500,3,171
X32_1,500,4,165
X32_1,500,5,162
X32_1,1000,1,158
X32_1,1000,2,160
X32_1,1000,3,164
X32_1,1000,4,159
X32_1,1000,5,162
X32_1,5000,1,160
X32_1,5000,2,158
X32_1,5000,3,159
X32_1,5000,4,154
X32_1,5000,5,158
X33_1,100,1,132
X33_1,100,2,133
X33_1,100,3,134
X33_1,100,4,139
X33_1,100,5,138
X33_1,500,1,125
X33_1,500,2,121
X33_1,500,3,126
X33_1,500,4,132
X33_1,500,5,126
X33_1,1000,1,120
X33_1,1000,2,122
X33_1,1000,3,119
X33_1,1000,4,124
X33_1,1000,5,122
X33_1,5000,1,114
X33_1,5000,2,117
X33_1,5000,3,118
X33_1,5000,4,117
X33_1,5000,5,119
X34_1,100,1,96
X34_1,100,2,96
X34_1,100,3,93
X34_1,100,4,96
X34_1,100,5,97
X34_1,500,1,91
X34_1,500,2,90
X34_1,500,3,91
X34_1,500,4,91
X34_1,500,5,90
X34_1,1000,1,89
X34_1,1000,2,89
X34_1,1000,3,91
X34_1,1000,4,90
X34_1,1000,5,90
X34_1,5000,1,84
X34_1,5000,2,85
X34_1,5000,3,85
X34_1,5000,4,87
X34_1,5000,5,84
X35_1,100,1,88
X35_1,100,2,89
X35_1,100,3,87
X35_1,100,4,89
X35_1,100,5,92
X35_1,500,1,87
X35_1,500,2,87
X35_1,500,3,87
X35_1,500,4,87
X35_1,500,5,87
X35_1,1000,1,87
X35_1,1000,2,87
X35_1,1000,3,87
X35_1,1000,4,87
X35_1,1000,5,87
X35_1,5000,1,87
X35_1,5000,2,87
X35_1,5000,3,87
X35_1,5000,4,87
X35_1,5000,5,87
X36_1,100,1,250
X36_1,100,2,249
X36_1,100,3,254
X36_1,100,4,247
X36_1,100,5,249
X36_1,500,1,240
X36_1,500,2,240
X36_1,500,3,233
X36_1,500,4,237
X36_1,500,5,235
X36_1,1000,1,236
X36_1,1000,2,239
X36_1,1000,3,237
X36_1,1000,4,235
X36_1,1000,5,238
X36_1,5000,1,227
X36_1,5000,2,227
X36_1,5000,3,229
X36_1,5000,4,226
X36_1,5000,5,227
X37_1,100,1,171
X37_1,100,2,172
X37_1,100,3,170
X37_1,100,4,169
X37_1,100,5,168
X37_1,500,1,163
X37_1,500,2,166
X37_1,500,3,163
X37_1,500,4,167
X37_1,500,5,166
X37_1,1000,1,162
X37_1,1000,2,160
X37_1,1000,3,165
X37_1,1000,4,162
X37_1,1000,5,161
X37_1,5000,1,157
X37_1,5000,2,154
X37_1,5000,3,155
X37_1,5000,4,154
X37_1,5000,5,155
X38_1,100,1,133
X38_1,100,2,133
X38_1,100,3,131
X38_1,100,4,132
X38_1,100,5,135
X38_1,500,1,127
X38_1,500,2,124
X38_1,500,3,122
X38_1,500,4,130
X38_1,500,5,126
X38_1,1000,1,122
X38_1,1000,2,121
X38_1,1000,3,120
X38_1,1000,4,121
X38_1,1000,5,122
X38_1,5000,1,115
X38_1,5000,2,117
X38_1,5000,3,117
X38_1,5000,4,116
X38_1,5000,5,115
X39_1,100,1,115
X39_1,100,2,115
X39_1,100,3,117
X39_1,100,4,117
X39_1,100,5,117
X39_1,500,1,111
X39_1,500,2,105
X39_1,500,3,111
X39_1,500,4,112
X39_1,500,5,110
X39_1,1000,1,102
X39_1,1000,2,104
X39_1,1000,3,105
X39_1,1000,4,106
X39_1,1000,5,104
X39_1,5000,1,99
X39_1,5000,2,100
X39_1,5000,3,99
X39_1,5000,4,98
X39_1,5000,5,101
X3_1,100,1,90
X3_1,100,2,93
X3_1,100,3,88
X3_1,100,4,90
X3_1,100,5,93
X3_1,500,1,87
X3_1,500,2,88
X3_1,500,3,84
X3_1,500,4,86
X3_1,500,5,87
X3_1,1000,1,84
X3_1,1000,2,84
X3_1,1000,3,83
X3_1,1000,4,82
X3_1,1000,5,84
X3_1,5000,1,82
X3_1,5000,2,83
X3_1,5000,3,83
X3_1,5000,4,81
X3_1,5000,5,82
X40_1,100,1,90
X40_1,100,2,89
X40_1,100,3,89
X40_1,100,4,89
X40_1,100,5,90
X40_1,500,1,88
X40_1,500,2,89
X40_1,500,3,87
X40_1,500,4,88
X40_1,500,5,89
X40_1,1000,1,88
X40_1,1000,2,88
X40_1,1000,3,88
X40_1,1000,4,85
X40_1,1000,5,87
X40_1,5000,1,84
X40_1,5000,2,85
X40_1,5000,3,84
X40_1,5000,4,85
X40_1,5000,5,85
X41_1,100,1,139
X41_1,100,2,139
X41_1,100,3,142
X41_1,100,4,142
X41_1,100,5,140
X41_1,500,1,135
X41_1,500,2,139
X41_1,500,3,138
X41_1,500,4,138
X41_1,500,5,138
X41_1,1000,1,132
X41_1,1000,2,132
X41_1,1000,3,140
X41_1,1000,4,136
X41_1,1000,5,134
X41_1,5000,1,131
X41_1,5000,2,134
X41_1,5000,3,130
X41_1,5000,4,133
X41_1,5000,5,134
X42_1,100,1,126
X42_1,100,2,136
X42_1,100,3,135
X42_1,100,4,135
X42_1,100,5,128
X42_1,500,1,119
X42_1,500,2,123
X42_1,500,3,122
X42_1,500,4,126
X42_1,500,5,124
X42_1,1000,1,120
X42_1,1000,2,121
X42_1,1000,3,120
X42_1,1000,4,121
X42_1,1000,5,118
X42_1,5000,1,112
X42_1,5000,2,112
X42_1,5000,3,113
X42_1,5000,4,116
X42_1,5000,5,111
X43_1,100,1,111
X43_1,100,2,111
X43_1,100,3,111
X43_1,100,4,111
X43_1,100,5,111
X43_1,500,1,109
X43_1,500,2,109
X43_1,500,3,109
X43_1,500,4,109
X43_1,500,5,110
X43_1,1000,1,109
X43_1,1000,2,109
X43_1,1000,3,109
X43_1,1000,4,107
X43_1,1000,5,111
X43_1,5000,1,105
X43_1,5000,2,105
X43_1,5000,3,105
X43_1,5000,4,105
X43_1,5000,5,105
X44_1,100,1,100
X44_1,100,2,105
X44_1,100,3,101
X44_1,100,4,104
X44_1,100,5,102
X44_1,500,1,100
X44_1,500,2,100
X44_1,500,3,100
X44_1,500,4,100
X44_1,500,5,100
X44_1,1000,1,100
X44_1,1000,2,100
X44_1,1000,3,100
X44_1,1000,4,100
X44_1,1000,5,100
X44_1,5000,1,100
X44_1,5000,2,100
X44_1,5000,3,100
X44_1,5000,4,100
X44_1,5000,5,100
X45_1,100,1,108
X45_1,100,2,109
X45_1,100,3,108
X45_1,100,4,109
X45_1,100,5,109
X45_1,500,1,108
X45_1,500,2,108
X45_1,500,3,108
X45_1,500,4,108
X45_1,500,5,108
X45_1,1000,1,108
X45_1,1000,2,108
X45_1,1000,3,108
X45_1,1000,4,108
X45_1,1000,5,108
X45_1,5000,1,108
X45_1,5000,2,108
X45_1,5000,3,108
X45_1,5000,4,108
X45_1,5000,5,108
X46_1,100,1,246
X46_1,100,2,247
X46_1,100,3,246
X46_1,100,4,246
X46_1,100,5,251
X46_1,500,1,230
X46_1,500,2,229
X46_1,500,3,225
X46_1,500,4,224
X46_1,500,5,222
X46_1,1000,1,219
X46_1,1000,2,209
X46_1,1000,3,219
X46_1,1000,4,219
X46_1,1000,5,211
X46_1,5000,1,197
X46_1,5000,2,206
X46_1,5000,3,211
X46_1,5000,4,202
X46_1,5000,5,205
X47_1,100,1,178
X47_1,100,2,176
X47_1,100,3,170
X47_1,100,4,175
X47_1,100,5,176
X47_1,500,1,165
X47_1,500,2,164
X47_1,500,3,158
X47_1,500,4,165
X47_1,500,5,165
X47_1,1000,1,156
X47_1,1000,2,161
X47_1,1000,3,158
X47_1,1000,4,158
X47_1,1000,5,165
X47_1,5000,1,150
X47_1,5000,2,151
X47_1,5000,3,149
X47_1,5000,4,151
X47_1,5000,5,150
X48_1,100,1,124
X48_1,100,2,122
X48_1,100,3,122
X48_1,100,4,121
X48_1,100,5,123
X48_1,500,1,116
X48_1,500,2,111
X48_1,500,3,114
X48_1,500,4,112
X48_1,500,5,117
X48_1,1000,1,111
X48_1,1000,2,111
X48_1,1000,3,113
X48_1,1000,4,113
X48_1,1000,5,113
X48_1,5000,1,108
X48_1,5000,2,106
X48_1,5000,3,108
X48_1,5000,4,108
X48_1,5000,5,109
X49_1,100,1,106
X49_1,100,2,103
X49_1,100,3,104
X49_1,100,4,104
X49_1,100,5,104
X49_1,500,1,101
X49_1,500,2,98
X49_1,500,3,101
X49_1,500,4,100
X49_1,500,5,98
X49_1,1000,1,97
X49_1,1000,2,98
X49_1,1000,3,100
X49_1,1000,4,98
X49_1,1000,5,97
X49_1,5000,1,96
X49_1,5000,2,97
X49_1,5000,3,97
X49_1,5000,4,96
X49_1,5000,5,96
X4_1,100,1,79
X4_1,100,2,86
X4_1,100,3,77
X4_1,100,4,78
X4_1,100,5,77
X4_1,500,1,74
X4_1,500,2,74
X4_1,500,3,77
X4_1,500,4,77
X4_1,500,5,74
X4_1,1000,1,74
X4_1,1000,2,74
X4_1,1000,3,74
X4_1,1000,4,74
X4_1,1000,5,74
X4_1,5000,1,74
X4_1,5000,2,74
X4_1,5000,3,74
X4_1,5000,4,74
X4_1,5000,5,74
X50_1,100,1,123
X50_1,100,2,120
X50_1,100,3,118
X50_1,100,4,121
X50_1,100,5,123
X50_1,500,1,116
X50_1,500,2,117
X50_1,500,3,116
X50_1,500,4,117
X50_1,500,5,117
X50_1,1000,1,116
X50_1,1000,2,116
X50_1,1000,3,117
X50_1,1000,4,116
X50_1,1000,5,118
X50_1,5000,1,116
X50_1,5000,2,116
X50_1,5000,3,116
X50_1,5000,4,116
X50_1,5000,5,116
X51_1,100,1,256
X51_1,100,2,258
X51_1,100,3,255
X51_1,100,4,248
X51_1,100,5,258
X51_1,500,1,248
X51_1,500,2,249
X51_1,500,3,246
X51_1,500,4,241
X51_1,500,5,246
X51_1,1000,1,234
X51_1,1000,2,241
X51_1,1000,3,235
X51_1,1000,4,236
X51_1,1000,5,237
X51_1,5000,1,225
X51_1,5000,2,226
X51_1,5000,3,227
X51_1,5000,4,231
X51_1,5000,5,225
X52_1,100,1,209
X52_1,100,2,212
X52_1,100,3,212
X52_1,100,4,212
X52_1,100,5,210
X52_1,500,1,202
X52_1,500,2,206
X52_1,500,3,203
X52_1,500,4,204
X52_1,500,5,199
X52_1,1000,1,196
X52_1,1000,2,200
X52_1,1000,3,200
X52_1,1000,4,203
X52_1,1000,5,201
X52_1,5000,1,194
X52_1,5000,2,194
X52_1,5000,3,190
X52_1,5000,4,193
X52_1,5000,5,192
X53_1,100,1,174
X53_1,100,2,171
X53_1,100,3,177
X53_1,100,4,174
X53_1,100,5,173
X53_1,500,1,166
X53_1,500,2,166
X53_1,500,3,166
X53_1,500,4,167
X53_1,500,5,164
X53_1,1000,1,163
X53_1,1000,2,164
X53_1,1000,3,164
X53_1,1000,4,165
X53_1,1000,5,163
X53_1,5000,1,157
X53_1,5000,2,153
X53_1,5000,3,161
X53_1,5000,4,156
X53_1,5000,5,156
X54_1,100,1,127
X54_1,100,2,123
X54_1,100,3,124
X54_1,100,4,126
X54_1,100,5,126
X54_1,500,1,118
X54_1,500,2,114
X54_1,500,3,115
X54_1,500,4,122
X54_1,500,5,121
X54_1,1000,1,116
X54_1,1000,2,118
X54_1,1000,3,115
X54_1,1000,4,119
X54_1,1000,5,118
X54_1,5000,1,111
X54_1,5000,2,112
X54_1,5000,3,112
X54_1,5000,4,111
X54_1,5000,5,111
X55_1,100,1,115
X55_1,100,2,116
X55_1,100,3,117
X55_1,100,4,117
X55_1,100,5,116
X55_1,500,1,111
X55_1,500,2,110
X55_1,500,3,112
X55_1,500,4,114
X55_1,500,5,112
X55_1,1000,1,109
X55_1,1000,2,108
X55_1,1000,3,111
X55_1,1000,4,109
X55_1,1000,5,111
X55_1,5000,1,106
X55_1,5000,2,107
X55_1,5000,3,105
X55_1,5000,4,107
X55_1,5000,5,108
X56_1,100,1,291
X56_1,100,2,287
X56_1,100,3,285
X56_1,100,4,286
X56_1,100,5,280
X56_1,500,1,274
X56_1,500,2,264
X56_1,500,3,271
X56_1,500,4,261
X56_1,500,5,264
X56_1,1000,1,264
X56_1,1000,2,262
X56_1,1000,3,263
X56_1,1000,4,261
X56_1,1000,5,269
X56_1,5000,1,256
X56_1,5000,2,254
X56_1,5000,3,257
X56_1,5000,4,256
X56_1,5000,5,255
X57_1,100,1,224
X57_1,100,2,223
X57_1,100,3,220
X57_1,100,4,218
X57_1,100,5,218
X57_1,500,1,208
X57_1,500,2,214
X57_1,500,3,212
X57_1,500,4,211
X57_1,500,5,207
X57_1,1000,1,210
X57_1,1000,2,209
X57_1,1000,3,205
X57_1,1000,4,207
X57_1,1000,5,207
X57_1,5000,1,201
X57_1,5000,2,198
X57_1,5000,3,202
X57_1,5000,4,200
X57_1,5000,5,203
X58_1,100,1,165
X58_1,100,2,161
X58_1,100,3,162
X58_1,100,4,163
X58_1,100,5,161
X58_1,500,1,160
X58_1,500,2,159
X58_1,500,3,158
X58_1,500,4,159
X58_1,500,5,159
X58_1,1000,1,155
X58_1,1000,2,155
X58_1,1000,3,158
X58_1,1000,4,158
X58_1,1000,5,158
X58_1,5000,1,151
X58_1,5000,2,155
X58_1,5000,3,152
X58_1,5000,4,153
X58_1,5000,5,153
X59_1,100,1,128
X59_1,100,2,127
X59_1,100,3,126
X59_1,100,4,125
X59_1,100,5,126
X59_1,500,1,124
X59_1,500,2,121
X59_1,500,3,123
X59_1,500,4,124
X59_1,500,5,124
X59_1,1000,1,121
X59_1,1000,2,123
X59_1,1000,3,122
X59_1,1000,4,122
X59_1,1000,5,124
X59_1,5000,1,119
X59_1,5000,2,118
X59_1,5000,3,117
X59_1,5000,4,119
X59_1,5000,5,119
X5_1,100,1,92
X5_1,100,2,92
X5_1,100,3,92
X5_1,100,4,92
X5_1,100,5,92
X5_1,500,1,92
X5_1,500,2,92
X5_1,500,3,92
X5_1,500,4,92
X5_1,500,5,92
X5_1,1000,1,92
X5_1,1000,2,92
X5_1,1000,3,92
X5_1,1000,4,92
X5_1,1000,5,92
X5_1,5000,1,92
X5_1,5000,2,92
X5_1,5000,3,92
X5_1,5000,4,92
X5_1,5000,5,92
X60_1,100,1,111
X60_1,100,2,113
X60_1,100,3,115
X60_1,100,4,112
X60_1,100,5,114
X60_1,500,1,104
X60_1,500,2,109
X60_1,500,3,105
X60_1,500,4,107
X60_1,500,5,107
X60_1,1000,1,101
X60_1,1000,2,106
X60_1,1000,3,101
X60_1,1000,4,101
X60_1,1000,5,102
X60_1,5000,1,101
X60_1,5000,2,101
X60_1,5000,3,101
X60_1,5000,4,101
X60_1,5000,5,101
X6_1,100,1,183
X6_1,100,2,182
X6_1,100,3,185
X6_1,100,4,180
X6_1,100,5,179
X6_1,500,1,170
X6_1,500,2,164
X6_1,500,3,169
X6_1,500,4,166
X6_1,500,5,170
X6_1,1000,1,168
X6_1,1000,2,165
X6_1,1000,3,170
X6_1,1000,4,168
X6_1,1000,5,168
X6_1,5000,1,159
X6_1,5000,2,164
X6_1,5000,3,159
X6_1,5000,4,163
X6_1,5000,5,160
X7_1,100,1,121
X7_1,100,2,119
X7_1,100,3,119
X7_1,100,4,121
X7_1,100,5,120
X7_1,500,1,116
X7_1,500,2,117
X7_1,500,3,118
X7_1,500,4,119
X7_1,500,5,117
X7_1,1000,1,116
X7_1,1000,2,113
X7_1,1000,3,117
X7_1,1000,4,113
X7_1,1000,5,116
X7_1,5000,1,114
X7_1,5000,2,113
X7_1,5000,3,113
X7_1,5000,4,117
X7_1,5000,5,115
X8_1,100,1,113
X8_1,100,2,112
X8_1,100,3,115
X8_1,100,4,110
X8_1,100,5,115
X8_1,500,1,108
X8_1,500,2,106
X8_1,500,3,107
X8_1,500,4,108
X8_1,500,5,110
X8_1,1000,1,108
X8_1,1000,2,106
X8_1,1000,3,104
X8_1,1000,4,108
X8_1,1000,5,106
X8_1,5000,1,100
X8_1,5000,2,101
X8_1,5000,3,98
X8_1,5000,4,101
X8_1,5000,5,100
X9_1,100,1,101
X9_1,100,2,102
X9_1,100,3,103
X9_1,100,4,102
X9_1,100,5,100
X9_1,500,1,93
X9_1,500,2,99
X9_1,500,3,95
X9_1,500,4,96
X9_1,500,5,96
X9_1,1000,1,92
X9_1,1000,2,93
X9_1,1000,3,93
X9_1,1000,4,96
X9_1,1000,5,92
X9_1,5000,1,88
X9_1,5000,2,89
X9_1,5000,3,89
X9_1,5000,4,89
X9_1,5000,5,91
